Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.442s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.695	0.306	0.824	0.565	0.059	0.695	0.000	0.000
62.000	1.001	1.013	1.225	0.907	0.000	0.000	0.954	0.000	0.000
63.000	1.001	0.883	0.954	0.954	0.777	0.318	0.919	0.330	0.071
64.000	1.001	0.930	0.718	0.860	0.530	0.412	0.718	0.047	0.035
65.000	1.001	0.813	0.871	0.777	1.036	0.447	0.765	0.271	0.130
66.000	1.001	0.989	0.871	0.754	0.259	0.012	0.765	0.047	0.035
67.000	1.001	0.777	0.777	0.930	1.013	0.424	0.707	0.130	0.130
68.000	1.001	1.154	1.072	1.048	0.589	0.342	0.671	0.130	0.094
69.000	1.001	0.813	0.848	0.813	0.165	0.000	0.742	0.648	0.071
70.000	1.001	0.930	0.919	0.648	0.601	0.342	0.212	0.236	0.000
71.000	1.001	0.942	0.389	0.954	0.000	0.436	1.025	0.954	0.000
72.000	1.001	0.577	0.589	0.777	0.000	0.624	0.294	0.424	0.106
73.000	0.989	0.765	0.777	0.966	0.000	0.942	0.695	0.695	0.294
74.000	1.001	0.930	0.930	0.412	0.000	0.930	0.118	0.165	0.000
75.000	1.001	1.060	1.025	0.954	0.000	0.377	0.506	0.518	0.283
76.000	1.001	1.001	0.848	1.107	0.000	0.106	0.589	0.648	0.624
77.000	1.001	0.777	0.624	1.001	0.000	0.589	1.095	0.671	0.624
78.000	1.001	0.483	0.671	0.977	0.000	0.447	0.942	0.683	0.306
79.000	1.001	0.789	0.742	0.824	0.000	0.624	0.765	0.836	0.436
80.000	1.001	0.577	0.601	0.789	0.000	0.589	0.801	0.271	0.530
81.000	1.001	1.013	0.907	0.836	0.000	0.471	0.730	0.718	0.424
82.000	1.001	0.624	0.530	0.400	0.000	0.224	0.400	0.271	0.106
83.000	1.001	0.883	0.612	0.271	0.000	0.860	0.294	0.259	0.318
84.000	1.001	0.930	1.083	0.000	0.000	1.048	0.000	0.000	0.000
85.000	0.989	1.013	0.942	0.000	0.000	0.836	0.000	0.000	0.000
86.000	1.001	1.107	1.072	0.000	0.000	1.107	0.000	0.000	0.000
87.000	1.001	1.013	1.072	0.000	0.000	1.060	0.000	0.000	0.000
88.000	1.001	1.001	1.001	0.000	0.000	1.001	0.000	0.000	0.000
89.000	1.001	0.977	0.977	0.824	0.000	0.930	0.153	0.082	0.000
90.000	1.001	1.025	1.001	0.989	0.000	0.930	0.000	0.000	0.000
91.000	1.001	0.907	0.848	0.601	0.047	0.966	0.177	0.000	0.000
92.000	1.001	1.036	0.813	1.272	0.447	0.671	1.189	0.000	0.000
93.000	1.001	0.989	0.871	1.025	1.519	1.060	0.365	0.000	0.000
94.000	1.001	0.989	0.977	1.048	1.036	1.095	0.000	0.000	0.000
95.000	1.001	1.013	1.119	1.001	1.013	1.001	0.047	0.000	0.000
96.000	1.001	0.895	0.895	0.695	0.612	0.577	0.141	0.059	0.000
97.000	0.989	0.883	0.683	0.989	0.459	0.141	1.083	0.718	0.141
98.000	1.001	0.907	0.989	0.730	0.247	0.000	0.283	0.330	0.283
99.000	1.001	0.883	0.789	0.871	0.942	0.094	0.389	0.542	0.447
100.000	1.001	0.742	0.718	0.919	0.342	0.000	1.013	0.836	0.636
101.000	1.001	1.154	1.142	0.977	0.577	0.000	0.813	0.400	0.612
102.000	1.001	0.883	0.954	0.989	1.025	0.000	1.048	0.000	0.000
103.000	1.001	1.095	1.060	0.777	0.683	0.506	0.389	0.000	0.000
104.000	1.001	0.966	0.977	1.036	0.954	1.060	0.000	0.000	0.000
105.000	1.001	1.036	1.048	0.977	1.048	1.072	0.000	0.000	0.000
106.000	1.001	0.989	1.001	1.013	1.001	0.989	0.000	0.000	0.000
107.000	1.001	1.013	0.871	0.907	0.624	0.447	0.412	0.000	0.000
108.000	1.001	1.001	1.001	1.001	1.072	0.377	0.871	0.000	0.000
109.000	1.001	0.930	0.848	0.424	0.459	0.000	0.471	0.059	0.000
110.000	0.989	1.013	1.001	0.000	0.601	0.035	0.059	0.047	0.035
111.000	1.001	1.013	0.977	0.000	1.390	1.001	0.000	0.000	0.000
112.000	1.001	0.989	0.977	0.000	0.989	1.119	0.000	0.000	0.000
113.000	1.001	0.966	0.977	0.848	0.966	0.636	0.000	0.412	0.047
114.000	1.001	1.036	0.919	0.907	0.977	0.577	0.000	1.036	0.000
115.000	1.001	1.013	1.095	0.883	1.072	0.836	0.000	0.883	0.000
116.000	1.001	1.001	0.813	1.060	1.001	0.000	0.000	0.907	0.188
117.000	1.001	0.989	0.989	0.895	0.836	0.000	0.530	0.730	0.400
118.000	1.001	0.707	0.424	0.930	0.883	0.000	0.942	0.400	0.247
119.000	1.001	0.424	0.000	0.177	0.153	0.000	0.130	0.094	0.106
120.000	1.001	1.060	1.484	0.000	0.000	0.930	0.000	0.000	0.000
