Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.444s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.824	0.377	0.000	0.000	0.813	0.047	0.000	0.000	0.000	0.141	0.000	0.000	0.012	0.024	0.000	0.000	0.000	0.283	0.495	0.000	0.000	0.000	0.977	0.989
62.000	1.001	0.106	0.000	0.000	0.000	1.013	0.294	0.000	0.000	0.082	0.047	0.000	0.000	0.012	0.400	0.000	0.000	0.059	0.695	1.095	0.000	0.000	0.671	0.601	1.001
63.000	1.001	1.048	0.530	0.118	0.000	0.412	0.153	0.000	0.000	0.000	0.365	0.000	0.000	0.000	0.283	0.024	0.000	0.000	0.271	0.542	0.000	0.012	0.389	0.777	1.001
64.000	1.001	0.659	0.000	0.000	0.000	1.142	0.659	0.000	0.000	0.000	0.212	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.930	0.271	0.000	0.000	0.000	0.954	1.001
65.000	1.001	0.707	0.024	0.000	0.000	0.012	0.553	0.047	0.000	0.012	0.000	0.059	0.000	0.071	0.165	0.000	0.000	0.000	0.259	1.307	0.000	0.012	0.259	0.954	1.001
66.000	1.001	0.942	0.035	0.012	0.000	1.390	0.330	0.000	0.094	0.377	0.071	0.000	0.000	0.000	0.177	0.059	0.000	0.000	0.047	1.025	0.130	0.059	0.318	0.683	1.001
67.000	1.001	0.871	0.047	0.000	0.000	0.471	0.659	0.000	0.000	0.000	0.059	0.071	0.000	0.024	0.659	0.000	0.000	0.000	0.188	1.013	0.000	0.000	0.059	1.060	1.001
68.000	1.001	0.483	0.059	0.024	0.000	0.989	0.283	0.000	0.000	0.012	0.200	0.024	0.000	0.000	0.271	0.000	0.024	0.035	0.330	1.130	0.000	0.024	0.094	0.707	1.001
69.000	1.001	1.319	0.188	0.000	0.000	1.248	0.495	0.118	0.000	0.000	0.318	0.000	0.000	0.000	0.353	0.000	0.012	0.000	0.047	0.530	0.118	0.283	0.707	1.142	1.001
70.000	1.001	0.718	0.177	0.047	0.000	0.671	0.542	0.035	0.000	0.000	0.012	0.424	0.000	0.059	0.000	0.059	0.000	0.000	0.553	0.000	0.000	0.047	0.659	1.048	1.001
