Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.435s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.789	0.365	0.165	0.589	0.542	0.412	0.942	0.989
62.000	1.001	0.871	0.577	1.130	0.801	1.142	0.000	0.506	1.001
63.000	1.001	0.813	0.836	0.930	0.848	0.989	0.342	1.307	1.001
64.000	1.001	0.848	0.989	0.518	0.377	0.424	0.365	0.919	1.001
65.000	1.001	0.883	0.377	0.813	0.636	0.848	0.530	0.777	1.001
66.000	1.001	1.083	0.459	0.954	0.730	0.212	0.565	0.695	1.001
67.000	1.001	0.542	0.683	0.836	0.671	0.754	0.695	0.883	1.001
68.000	1.001	0.436	0.365	0.954	0.801	0.813	0.624	1.083	1.001
69.000	1.001	1.013	0.695	1.060	0.624	0.907	0.342	0.459	1.001
70.000	1.001	0.824	0.071	0.648	0.659	1.154	0.059	0.813	1.001
71.000	1.001	0.200	0.789	0.989	0.330	0.989	0.000	0.259	1.001
72.000	1.001	0.671	0.000	0.860	0.318	0.848	0.153	1.743	1.001
73.000	0.989	1.684	0.059	1.001	0.212	0.977	0.601	0.400	0.989
74.000	1.001	0.000	0.754	0.860	0.765	0.895	0.000	0.824	1.001
75.000	1.001	0.942	0.000	1.001	0.141	0.871	0.000	1.272	1.001
76.000	1.001	0.695	0.447	0.789	0.271	0.836	0.412	0.612	1.001
77.000	1.001	1.213	0.353	0.518	0.012	0.966	0.012	0.977	1.001
78.000	1.001	0.977	0.000	1.001	0.506	0.989	0.200	0.954	1.001
79.000	1.001	0.153	0.212	1.001	0.177	1.001	0.283	0.813	1.001
80.000	1.001	1.390	0.200	0.954	0.000	0.989	0.624	1.013	1.001
81.000	1.001	0.389	0.059	1.013	0.824	1.013	0.000	1.001	1.001
82.000	1.001	1.154	0.636	0.989	0.612	0.707	0.283	1.213	1.001
83.000	1.001	1.401	0.377	0.989	0.130	1.001	0.447	0.683	1.001
84.000	1.001	0.353	0.565	0.989	0.012	0.907	0.212	0.871	1.001
85.000	0.989	0.989	0.094	1.001	0.813	0.942	0.000	0.247	0.989
86.000	1.001	1.390	0.542	0.942	0.754	0.130	0.754	1.519	1.001
87.000	1.001	0.754	0.801	0.565	0.035	0.895	0.294	0.530	1.001
88.000	1.001	0.012	0.224	1.354	0.648	1.001	0.236	0.954	1.001
89.000	1.001	0.412	0.000	0.954	0.224	0.954	0.883	1.425	1.001
90.000	1.001	1.425	0.283	1.001	0.966	1.001	0.059	0.530	1.001
91.000	1.001	0.342	0.000	0.930	0.754	0.966	0.636	1.001	1.001
92.000	1.001	0.483	0.212	0.930	0.436	0.754	0.624	0.459	1.001
93.000	1.001	0.483	0.000	0.848	0.506	0.813	0.506	1.590	1.001
94.000	1.001	1.543	0.000	0.989	0.789	1.001	0.306	0.919	1.001
95.000	1.001	0.247	0.082	1.001	0.177	0.954	0.271	0.330	1.001
96.000	1.001	1.119	0.012	0.966	0.071	0.977	0.000	0.624	1.001
97.000	0.989	0.789	0.506	0.977	0.283	1.001	0.000	0.236	0.989
98.000	1.001	1.637	0.118	0.895	0.000	1.001	0.259	1.036	1.001
99.000	1.001	0.389	0.765	1.001	1.272	0.942	0.130	0.118	1.001
100.000	1.001	1.060	0.094	1.001	0.377	0.813	0.271	0.283	1.001
101.000	1.001	0.212	0.224	0.883	0.919	1.001	0.000	0.848	1.001
102.000	1.001	0.742	0.565	1.001	0.236	1.001	0.165	0.553	1.001
103.000	1.001	0.754	0.000	0.954	0.848	0.860	0.624	1.013	1.001
104.000	1.001	0.754	0.000	0.942	0.000	0.789	0.836	0.860	1.001
105.000	1.001	0.895	0.000	0.977	0.695	0.848	0.330	0.754	1.001
106.000	1.001	1.460	1.060	0.495	0.483	0.977	0.000	0.695	1.001
107.000	1.001	0.742	0.000	1.319	0.094	1.001	0.436	1.331	1.001
108.000	1.001	1.154	0.765	0.989	0.389	0.966	0.412	0.447	1.001
109.000	1.001	0.247	0.177	0.919	0.530	0.966	0.447	0.919	0.989
110.000	0.989	0.000	0.730	1.001	0.648	1.001	0.247	0.977	1.001
111.000	1.001	0.177	0.342	0.907	0.471	1.001	0.377	0.212	1.001
112.000	1.001	1.072	0.059	0.942	0.601	1.001	0.071	0.801	1.001
113.000	1.001	0.848	1.095	0.777	0.565	1.001	0.659	0.624	1.001
114.000	1.001	0.330	0.342	0.989	0.094	1.001	0.035	0.342	1.001
115.000	1.001	0.883	0.071	0.930	0.012	0.919	0.247	1.696	1.001
116.000	1.001	0.000	0.377	0.919	1.225	0.954	0.294	0.212	1.001
117.000	1.001	0.035	0.047	0.977	0.000	0.989	0.047	0.860	1.001
118.000	1.001	0.377	0.777	0.718	0.153	0.966	0.389	0.695	1.001
119.000	1.001	0.871	0.330	1.013	1.119	0.919	0.071	0.801	1.001
120.000	1.001	0.506	0.342	0.247	0.071	0.495	0.177	0.836	1.001
