Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.424s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.919	0.447	0.000	0.871	0.400	0.000	0.024	0.082	0.000	0.365	0.542	0.212	0.000	0.671	0.989
62.000	1.001	0.907	0.636	0.000	0.989	0.059	0.130	0.212	0.000	0.000	0.342	0.883	0.224	0.212	1.236	1.001
63.000	1.001	0.718	0.224	0.130	0.801	0.683	0.000	0.000	0.506	0.000	0.177	0.659	0.000	0.330	0.518	1.001
64.000	1.001	0.730	0.400	0.000	0.742	0.224	0.224	0.294	0.118	0.000	0.895	1.189	0.000	0.000	0.636	1.001
65.000	1.001	1.225	0.447	0.165	0.412	0.495	0.130	0.236	0.094	0.000	0.024	1.083	0.000	0.024	1.036	1.001
66.000	1.001	0.542	0.389	0.012	0.954	0.283	0.024	0.412	0.000	0.141	0.306	0.530	0.000	0.377	0.919	1.001
67.000	1.001	1.107	0.353	0.059	0.966	0.471	0.035	0.141	0.188	0.012	0.188	0.236	0.035	0.424	1.036	1.001
68.000	1.001	1.001	0.236	0.012	0.942	0.294	0.047	0.188	0.577	0.012	0.353	1.119	0.035	0.188	0.765	1.001
69.000	1.001	0.824	0.000	0.000	0.942	0.294	0.071	0.294	0.012	0.082	0.177	1.307	0.353	0.624	1.048	1.001
70.000	1.001	0.871	0.153	0.012	1.013	0.118	0.000	0.506	0.271	0.012	1.342	0.648	0.177	0.271	0.977	1.001
71.000	1.001	0.977	0.471	0.000	0.871	0.577	0.188	0.542	0.035	0.000	0.236	0.742	0.059	0.294	0.589	1.001
72.000	1.001	0.471	0.247	0.094	0.907	0.000	0.000	0.365	0.330	0.024	0.436	0.966	0.000	0.436	1.001	1.001
73.000	0.989	1.189	0.459	0.000	0.412	0.718	0.000	0.224	0.118	0.012	0.059	0.966	0.000	0.306	0.907	0.989
74.000	1.001	1.342	0.754	0.000	0.977	0.400	0.259	0.294	0.106	0.000	0.824	1.248	0.165	0.000	0.259	1.001
75.000	1.001	0.765	0.412	0.012	0.035	0.471	0.530	0.294	0.236	0.071	0.412	0.883	0.000	0.188	1.319	1.001
76.000	1.001	0.565	0.648	0.106	0.000	0.483	0.000	0.024	0.000	0.012	0.047	0.530	0.000	0.000	0.483	1.001
77.000	1.001	0.400	0.365	0.000	0.024	0.389	0.106	0.106	0.012	0.012	0.200	0.871	0.000	0.000	0.966	1.001
78.000	1.001	1.460	0.765	0.071	0.200	0.059	0.000	0.483	0.000	0.000	0.471	1.166	0.000	0.553	0.848	1.001
79.000	1.001	1.025	0.565	0.130	1.166	0.271	0.024	0.106	0.106	0.047	0.342	0.930	0.082	1.025	1.013	1.001
80.000	1.001	0.589	0.165	0.000	1.142	0.930	0.000	0.212	0.000	0.035	0.318	0.942	0.495	0.118	0.919	1.001
