Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.438s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.942	0.718	0.612	0.118	0.966	0.071	0.789	0.989
62.000	1.001	0.848	0.400	1.189	0.707	1.013	0.306	0.707	1.001
63.000	1.001	0.871	0.612	1.001	0.777	0.342	1.001	0.577	1.001
64.000	1.001	0.813	0.306	0.742	0.612	1.378	0.424	0.895	1.001
65.000	1.001	1.060	0.200	1.083	0.377	1.142	0.506	0.671	1.001
66.000	1.001	0.718	0.283	1.013	0.648	0.318	0.754	1.342	1.001
67.000	1.001	0.989	0.330	1.001	1.001	0.777	1.013	1.001	1.001
68.000	1.001	0.883	0.447	0.966	0.601	1.025	0.636	0.624	1.001
69.000	1.001	0.966	0.306	0.895	0.871	0.436	0.813	1.072	1.001
70.000	1.001	0.954	0.695	1.107	0.365	1.178	0.459	1.001	1.001
71.000	1.001	0.930	0.247	1.025	0.695	0.907	0.106	0.919	1.001
72.000	1.001	1.013	0.306	0.824	0.895	0.577	0.801	0.789	1.001
73.000	0.989	1.025	0.506	0.907	0.871	1.119	0.200	0.895	0.989
74.000	1.001	0.989	0.671	0.966	0.730	0.648	0.789	1.095	1.001
75.000	1.001	0.954	0.412	1.095	0.294	0.977	0.601	0.954	1.001
76.000	1.001	1.013	0.483	0.765	0.542	0.907	0.659	0.813	1.001
77.000	1.001	1.001	1.001	0.907	0.671	1.578	0.082	0.848	1.001
78.000	1.001	0.907	0.695	1.048	0.742	0.659	0.059	0.954	1.001
79.000	1.001	0.601	0.212	0.977	0.459	0.459	0.930	0.966	1.001
80.000	1.001	1.366	0.530	0.954	0.683	0.306	0.188	0.883	1.001
81.000	1.001	0.989	0.247	0.648	0.294	1.295	0.212	0.824	1.001
82.000	1.001	0.989	0.459	0.989	0.612	1.095	0.259	0.989	1.001
83.000	1.001	0.848	0.271	0.954	0.813	0.836	1.225	0.907	1.001
84.000	1.001	1.095	0.765	1.001	0.483	0.636	0.483	1.025	1.001
85.000	0.989	0.966	0.236	0.930	0.589	0.565	0.542	1.025	0.989
86.000	1.001	0.977	0.094	0.966	1.295	0.989	0.035	0.954	1.001
87.000	1.001	0.871	0.612	0.989	0.907	0.742	0.483	0.954	1.001
88.000	1.001	0.577	0.130	0.977	0.082	0.789	0.518	0.954	1.001
89.000	1.001	0.977	0.059	0.942	0.012	1.189	0.565	0.824	1.001
90.000	1.001	0.989	0.130	0.919	1.083	0.565	0.659	1.201	1.001
91.000	1.001	0.506	0.365	1.001	0.813	1.284	0.589	0.907	1.001
92.000	1.001	1.519	0.236	0.024	0.424	0.447	0.082	0.530	1.001
93.000	1.001	0.801	0.671	1.554	0.612	1.260	0.283	0.612	1.001
94.000	1.001	0.942	0.118	1.001	0.530	1.048	0.247	0.954	1.001
95.000	1.001	1.001	0.000	0.919	0.718	0.000	0.389	0.989	1.001
96.000	1.001	1.001	0.565	1.036	0.188	0.000	0.342	1.013	1.001
97.000	0.989	0.824	0.106	0.977	0.718	1.119	0.813	1.001	0.989
98.000	1.001	1.036	0.683	0.895	0.789	0.224	0.188	1.001	1.001
99.000	1.001	0.919	0.895	1.036	0.683	1.484	0.342	0.860	1.001
100.000	1.001	0.118	0.153	1.013	0.718	1.025	0.306	0.883	1.001
101.000	1.001	1.284	0.000	1.001	0.483	0.801	0.342	0.801	1.001
102.000	1.001	0.883	0.106	0.659	0.612	0.695	0.824	1.072	1.001
103.000	1.001	0.883	0.000	0.871	0.636	0.754	0.224	1.001	1.001
104.000	1.001	0.718	0.000	0.836	0.471	1.342	0.271	0.977	1.001
105.000	1.001	0.989	0.659	0.636	0.565	0.094	0.212	1.013	1.001
106.000	1.001	0.141	0.000	0.777	0.553	0.707	0.130	0.954	1.001
107.000	1.001	0.000	0.106	0.459	0.765	1.107	0.318	0.259	1.001
108.000	1.001	0.000	0.765	0.118	0.118	0.224	0.000	1.201	1.001
109.000	1.001	0.000	0.000	0.871	0.954	0.730	0.141	0.824	0.989
110.000	0.989	0.000	0.000	0.989	0.447	0.989	0.153	1.001	1.001
111.000	1.001	0.977	0.271	0.919	0.695	0.765	0.259	1.001	1.001
112.000	1.001	1.001	0.000	1.060	0.754	0.577	0.919	1.001	1.001
113.000	1.001	1.001	0.565	0.530	0.000	1.625	0.000	1.001	1.001
114.000	1.001	0.518	0.188	0.236	0.801	0.318	0.294	0.848	1.001
115.000	1.001	0.977	0.165	0.871	0.789	0.589	0.035	0.895	1.001
116.000	1.001	1.013	0.200	0.141	0.141	0.259	0.177	1.013	1.001
117.000	1.001	0.989	0.601	0.824	0.624	1.225	0.306	0.883	1.001
118.000	1.001	0.930	0.071	0.306	0.695	0.765	0.024	0.989	1.001
119.000	1.001	0.989	0.271	1.119	0.177	0.977	0.342	1.013	1.001
120.000	1.001	0.966	0.035	0.648	0.471	1.036	0.342	0.966	1.001
