Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.393s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.777	0.271	0.094	0.895	0.353	0.000	0.000	0.400	0.047	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.436	0.000	0.000	0.377	0.400	0.141	0.000	0.530	0.000	0.000	0.000	0.082	0.000	0.000	0.000
63.000	1.001	1.260	0.530	0.000	0.883	0.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	0.765	0.754	0.000	0.848	0.141	0.035	0.000	0.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000
65.000	1.001	0.824	0.353	0.000	0.742	0.495	0.000	0.000	0.459	0.106	0.000	0.000	0.000	0.000	0.000	0.000
66.000	1.001	0.730	0.989	0.012	0.907	0.012	0.200	0.012	0.141	0.000	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	1.013	0.742	0.000	0.919	0.082	0.000	0.000	0.542	0.000	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	1.142	0.530	0.000	1.295	0.801	0.306	0.000	0.495	0.000	0.000	0.000	0.059	0.000	0.000	0.000
69.000	1.001	1.119	0.165	0.012	0.824	1.460	0.000	0.000	0.447	0.177	0.000	0.000	0.012	0.106	0.000	0.000
70.000	1.001	0.801	0.483	0.130	1.013	0.024	0.000	0.082	0.330	0.012	0.000	0.000	0.177	0.024	0.035	0.000
71.000	1.001	0.966	0.530	0.000	0.895	0.130	0.224	0.000	0.612	0.130	0.000	0.000	0.271	0.000	0.000	0.000
72.000	1.001	0.871	0.589	0.000	1.142	0.177	0.012	0.000	0.577	0.000	0.000	0.000	0.330	0.000	0.000	0.000
73.000	0.989	1.178	0.377	0.012	0.471	0.165	0.047	0.000	0.424	0.024	0.012	0.000	0.024	0.000	0.000	0.000
74.000	1.001	0.436	0.318	0.000	1.236	0.777	0.024	0.000	0.777	0.035	0.059	0.000	0.200	0.224	0.000	0.000
75.000	1.001	1.036	0.389	0.000	0.954	0.130	0.082	0.000	1.025	0.130	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	1.025	0.165	0.000	0.589	0.671	0.094	0.000	0.294	0.000	0.012	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.907	0.024	0.000	1.154	0.224	0.000	0.000	0.447	0.000	0.000	0.000	0.377	0.000	0.000	0.000
78.000	1.001	1.154	0.389	0.000	0.612	0.024	0.024	0.000	0.353	0.047	0.000	0.000	0.141	0.000	0.000	0.000
79.000	1.001	0.565	0.000	0.000	0.695	0.718	0.000	0.000	0.683	0.000	0.000	0.000	0.000	0.000	0.000	0.000
80.000	1.001	1.225	0.294	0.000	1.013	0.824	0.000	0.000	0.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	0.860	0.365	0.000	1.166	0.177	0.059	0.000	0.813	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82.000	1.001	0.801	0.012	0.024	0.813	0.118	0.000	0.000	0.754	0.035	0.000	0.000	0.035	0.000	0.000	0.000
83.000	1.001	0.919	0.047	0.000	0.671	0.801	0.035	0.000	0.071	0.012	0.059	0.000	0.012	0.000	0.000	0.000
84.000	1.001	1.225	0.024	0.000	1.331	0.047	0.000	0.000	0.412	0.071	0.000	0.000	0.000	0.000	0.000	0.000
85.000	0.989	0.883	0.671	0.000	0.495	0.035	0.000	0.000	0.518	0.012	0.024	0.000	0.118	0.000	0.000	0.000
86.000	1.001	1.119	0.118	0.000	1.225	0.071	0.118	0.000	0.318	0.000	0.000	0.000	0.047	0.000	0.000	0.000
87.000	1.001	1.107	0.306	0.000	0.730	0.153	0.342	0.000	0.436	0.200	0.000	0.000	0.024	0.000	0.000	0.000
88.000	1.001	0.836	0.695	0.000	0.824	0.188	0.024	0.000	0.589	0.000	0.000	0.000	0.012	0.106	0.000	0.000
89.000	1.001	0.848	0.000	0.000	1.166	0.718	0.000	0.000	0.247	0.024	0.000	0.000	0.471	0.141	0.000	0.000
90.000	1.001	1.130	0.236	0.000	0.907	0.259	0.000	0.000	0.542	0.212	0.000	0.000	0.106	0.024	0.000	0.000
91.000	1.001	0.754	0.589	0.000	0.495	0.471	0.200	0.000	0.059	0.000	0.000	0.000	0.035	0.000	0.000	0.000
92.000	1.001	0.742	0.542	0.000	1.154	0.424	0.000	0.000	0.930	0.459	0.024	0.000	0.000	0.000	0.082	0.000
93.000	1.001	0.447	0.153	0.000	0.907	0.200	0.130	0.000	0.683	0.082	0.047	0.000	0.000	0.000	0.000	0.000
94.000	1.001	1.236	0.141	0.024	0.636	0.000	0.000	0.000	0.082	0.000	0.000	0.000	0.024	0.000	0.000	0.000
95.000	1.001	1.142	0.471	0.024	0.895	0.047	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96.000	1.001	0.471	0.212	0.000	0.801	0.400	0.000	0.000	0.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000
97.000	0.989	1.036	0.106	0.000	0.789	0.506	0.283	0.000	0.094	0.000	0.000	0.000	0.224	0.000	0.000	0.000
