Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.393s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.765	0.106	0.000	0.000	0.813	0.342	0.000	0.000	0.012	0.483	0.035	0.000	0.000	0.236	0.012	0.000	0.000	0.082	0.754	0.000	0.000	0.000	0.695	0.989
62.000	1.001	1.001	0.212	0.000	0.000	0.589	0.212	0.024	0.000	0.012	0.000	0.000	0.000	0.000	0.035	0.000	0.000	0.118	0.188	0.553	0.000	0.000	0.436	1.201	1.001
63.000	1.001	0.624	0.283	0.000	0.000	1.107	0.071	0.000	0.000	0.000	0.141	0.000	0.000	0.130	0.330	0.000	0.000	0.000	0.400	1.095	0.000	0.000	0.071	0.895	1.001
64.000	1.001	1.095	0.082	0.000	0.000	0.648	0.118	0.024	0.000	0.012	0.424	0.000	0.000	0.000	0.177	0.000	0.000	0.000	0.506	1.236	0.000	0.024	0.577	0.813	1.001
65.000	1.001	0.883	0.530	0.000	0.000	1.189	0.601	0.035	0.000	0.000	0.024	0.106	0.012	0.200	0.130	0.082	0.000	0.012	0.400	0.565	0.035	0.012	1.107	1.142	1.001
66.000	1.001	1.119	0.612	0.012	0.000	1.083	0.648	0.177	0.000	0.000	0.236	0.035	0.000	0.000	0.024	0.000	0.024	0.247	0.695	1.248	0.082	0.035	0.436	0.824	1.001
67.000	1.001	0.860	0.530	0.000	0.000	0.860	0.259	0.177	0.000	0.059	0.094	0.000	0.000	0.024	0.082	0.000	0.000	0.000	0.754	0.506	0.000	0.000	0.071	0.824	1.001
68.000	1.001	0.930	0.495	0.000	0.000	0.765	0.589	0.000	0.000	0.000	0.130	0.000	0.000	0.035	0.106	0.094	0.000	0.094	0.589	0.954	0.000	0.000	1.225	1.166	1.001
69.000	1.001	1.025	1.060	0.035	0.012	0.836	0.259	0.024	0.000	0.012	0.389	0.000	0.000	0.118	0.012	0.059	0.000	0.082	0.683	0.518	0.000	0.012	0.012	0.907	1.001
70.000	1.001	0.718	0.271	0.777	0.012	0.283	0.495	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.106	0.000	0.000	0.012	0.765	0.895	0.000	0.000	0.000	0.883	1.001
71.000	1.001	0.895	0.471	0.000	0.000	0.683	0.718	0.000	0.000	0.047	0.871	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.412	0.271	0.000	0.000	0.177	0.789	1.001
72.000	1.001	0.860	0.389	0.318	0.000	0.707	0.424	0.000	0.000	0.024	0.471	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.212	0.789	0.000	0.000	0.777	0.860	1.001
73.000	0.989	0.777	0.412	0.000	0.000	0.907	0.130	0.000	0.000	0.177	0.742	0.012	0.000	0.012	0.542	0.035	0.306	0.000	0.601	1.189	0.000	0.000	0.047	0.236	0.989
74.000	1.001	0.530	0.130	0.000	0.000	1.178	0.094	0.000	0.000	0.000	0.930	0.059	0.000	0.000	0.765	0.000	0.000	0.000	0.153	0.224	0.000	0.000	0.141	1.401	1.001
75.000	1.001	0.848	1.130	0.024	0.071	0.730	0.506	0.000	0.000	0.000	0.553	0.012	0.000	0.000	0.012	0.000	0.000	0.000	0.059	1.236	0.000	0.000	0.742	0.871	1.001
76.000	1.001	1.236	0.118	0.000	0.000	0.742	0.565	0.000	0.000	0.000	0.389	0.000	0.000	0.000	0.071	0.000	0.000	0.000	0.400	1.036	0.000	0.188	0.247	0.895	1.001
77.000	1.001	1.013	1.142	0.000	0.000	0.907	0.400	0.141	0.000	0.000	0.459	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.271	1.119	0.000	0.000	0.836	0.601	1.001
78.000	1.001	0.860	0.342	0.059	0.094	0.648	0.742	0.000	0.000	0.012	0.200	0.059	0.000	0.000	0.730	0.071	0.118	0.000	0.671	0.989	0.000	0.000	0.000	0.436	1.001
79.000	1.001	0.848	0.412	0.000	0.024	0.683	0.141	0.000	0.012	0.012	0.071	0.000	0.000	0.000	0.447	0.000	0.000	0.024	0.318	1.095	0.000	0.000	0.000	1.178	1.001
80.000	1.001	0.883	0.365	0.259	0.012	0.824	0.283	0.000	0.000	0.012	0.353	0.000	0.000	0.000	0.141	0.000	0.012	0.000	0.130	0.695	0.000	0.224	0.907	0.765	1.001
81.000	1.001	0.754	0.294	0.106	0.000	0.954	0.659	0.071	0.000	0.012	0.283	0.035	0.035	0.000	0.471	0.000	0.012	0.000	0.495	0.400	0.000	0.118	0.318	0.836	1.001
82.000	1.001	1.166	0.659	0.118	0.000	0.212	0.412	0.024	0.000	0.000	0.365	0.165	0.000	0.059	0.082	0.236	0.000	0.000	0.553	0.765	0.000	0.259	0.506	1.236	1.001
83.000	1.001	1.001	1.107	0.177	0.000	1.213	0.094	0.165	0.024	0.000	0.236	0.000	0.000	0.247	0.224	0.000	0.000	0.000	0.518	1.272	0.000	0.000	0.000	1.119	1.001
84.000	1.001	0.966	0.506	0.012	0.000	1.154	0.342	0.000	0.000	0.000	0.871	0.035	0.000	0.177	0.907	0.012	0.000	0.177	0.236	0.765	0.000	0.000	0.177	0.412	1.001
85.000	0.989	1.013	0.447	0.024	0.000	0.224	0.919	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.059	0.000	0.000	0.000	0.236	0.707	0.000	0.200	0.789	0.930	0.989
86.000	1.001	0.000	0.000	0.000	0.000	1.213	0.930	0.000	0.000	0.000	0.813	0.000	0.000	0.071	0.518	0.000	0.000	0.000	0.059	0.624	0.000	0.283	0.047	0.789	1.001
87.000	1.001	0.895	0.530	0.024	0.000	0.342	0.424	0.000	0.000	0.000	0.200	0.000	0.000	0.059	0.530	0.024	0.000	0.059	0.836	0.919	0.000	0.024	0.141	0.530	1.001
88.000	1.001	1.013	0.342	0.000	0.000	1.201	0.165	0.000	0.035	0.000	0.683	0.000	0.000	0.012	0.000	0.012	0.059	0.188	0.718	0.683	0.000	0.000	0.000	1.107	1.001
89.000	1.001	0.695	0.542	0.024	0.000	0.506	0.342	0.000	0.000	0.000	0.012	0.000	0.024	0.153	0.000	0.000	0.000	0.247	0.542	0.447	0.000	0.035	0.424	0.577	1.001
90.000	1.001	0.742	0.459	0.024	0.071	1.531	0.259	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.000	0.000	0.000	0.542	0.353	0.000	0.000	0.471	0.389	1.001
91.000	1.001	1.154	0.365	0.024	0.000	0.883	0.389	0.118	0.024	0.188	0.200	0.000	0.000	0.000	0.695	0.000	0.000	0.000	0.436	1.366	0.000	0.000	0.071	0.718	1.001
92.000	1.001	0.954	0.954	0.177	0.000	0.671	0.424	0.200	0.000	0.035	0.271	0.024	0.012	0.000	0.306	0.000	0.000	0.094	0.447	1.107	0.000	0.000	0.118	0.801	1.001
93.000	1.001	0.919	0.283	0.294	0.000	0.942	0.247	0.047	0.000	0.106	0.130	0.188	0.000	0.012	0.047	0.024	0.000	0.059	0.530	0.506	0.012	0.012	0.718	0.801	1.001
94.000	1.001	1.095	0.294	0.012	0.000	0.954	0.977	0.000	0.000	0.000	0.318	0.012	0.000	0.294	0.024	0.000	0.000	0.012	0.612	0.824	0.000	0.000	0.530	0.530	1.001
95.000	1.001	0.883	0.765	0.000	0.000	1.295	0.565	0.024	0.000	0.000	0.306	0.071	0.000	0.330	0.130	0.130	0.000	0.000	0.000	1.001	0.000	0.000	0.342	0.813	1.001
96.000	1.001	0.353	0.130	0.000	0.000	0.648	0.424	0.094	0.000	0.071	0.495	0.071	0.000	0.000	0.389	0.141	0.024	0.000	0.306	0.553	0.000	0.082	0.636	0.565	1.001
97.000	0.989	0.659	0.471	0.000	0.000	0.777	0.000	0.000	0.000	0.000	0.542	0.000	0.000	0.106	0.047	0.000	0.000	0.318	0.542	1.036	0.000	0.000	0.118	0.871	0.989
98.000	1.001	1.048	0.000	0.000	0.000	1.166	1.048	0.200	0.000	0.000	0.153	0.141	0.000	0.000	0.130	0.106	0.000	0.012	0.000	0.471	0.000	0.024	0.612	0.459	1.001
