Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.435s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.612	0.236	0.012	0.000	0.754	0.153	0.012	0.012	0.082	0.259	0.000	0.000	0.012	0.141	0.000	0.000	0.141	0.542	0.777	0.000	0.000	0.000	0.777	0.989
62.000	1.001	0.907	0.059	0.000	0.000	0.542	0.589	0.000	0.000	0.000	0.153	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.365	0.813	0.000	0.000	0.436	0.754	1.001
63.000	1.001	1.107	0.294	0.000	0.000	1.225	0.942	0.094	0.000	0.000	0.718	0.000	0.000	0.283	0.000	0.000	0.000	0.342	0.518	1.178	0.000	0.000	0.353	0.518	1.001
64.000	1.001	0.895	0.495	0.047	0.000	0.942	0.612	0.012	0.000	0.000	0.624	0.000	0.000	0.000	1.142	0.024	0.000	0.000	0.177	0.848	0.000	0.000	0.000	0.930	1.001
65.000	1.001	0.966	0.342	0.000	0.000	0.977	0.495	0.000	0.000	0.000	0.318	0.000	0.000	0.000	0.106	0.000	0.000	0.082	0.577	1.095	0.000	0.000	0.000	0.530	1.001
66.000	1.001	0.813	0.000	0.000	0.000	0.930	0.942	0.000	0.000	0.047	0.247	0.094	0.000	0.000	0.024	0.082	0.000	0.000	0.000	0.506	0.000	0.000	0.000	0.707	1.001
67.000	1.001	0.895	0.718	0.000	0.000	0.813	0.294	0.059	0.000	0.000	0.518	0.000	0.000	0.000	0.730	0.012	0.000	0.000	0.000	1.260	0.000	0.012	0.141	0.624	1.001
68.000	1.001	0.942	0.565	0.000	0.000	0.989	0.377	0.012	0.000	0.000	0.365	0.000	0.000	0.000	0.165	0.000	0.047	0.247	0.553	0.989	0.024	0.012	0.153	0.777	1.001
69.000	1.001	0.930	0.683	0.165	0.000	0.742	0.436	0.094	0.000	0.000	0.718	0.000	0.000	0.177	0.765	0.000	0.024	0.459	0.212	0.919	0.000	0.000	0.424	1.013	1.001
70.000	1.001	0.919	0.059	0.035	0.000	1.448	1.119	0.012	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.165	0.047	0.801	0.813	0.000	0.059	0.813	0.836	1.001
