Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.436s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.671	0.707	0.601	0.000	0.977	0.695	0.000	0.000	0.000	0.294	0.000	0.459	0.659	0.000	0.000	0.000	0.000	0.789	0.000	0.000	0.000	0.000	0.989	0.989
62.000	1.001	1.072	0.824	0.589	0.000	0.659	0.400	0.000	0.000	0.000	1.119	0.000	0.671	0.919	0.000	0.000	0.000	0.000	1.013	0.000	0.000	0.000	0.000	1.001	1.001
63.000	1.001	0.789	0.754	0.801	0.000	0.895	0.777	0.000	0.000	0.000	0.883	0.000	0.683	0.848	0.000	0.000	0.000	0.000	1.154	0.000	0.000	0.000	0.000	1.001	1.001
64.000	1.001	1.107	0.742	0.577	0.000	0.919	0.695	0.000	0.000	0.000	0.895	0.000	1.001	0.930	0.000	0.000	0.000	0.000	0.730	0.000	0.000	0.000	0.000	0.977	1.001
65.000	1.001	0.930	0.271	0.294	0.000	1.142	0.577	0.000	0.000	0.000	1.036	0.000	0.565	0.954	0.000	0.000	0.000	0.000	1.236	0.000	0.000	0.000	0.000	1.001	1.001
66.000	1.001	0.789	0.000	0.000	0.000	0.824	1.072	0.000	0.000	0.000	0.883	0.000	0.707	1.013	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	1.013	1.001
67.000	1.001	0.919	0.424	0.094	0.000	0.954	0.942	0.000	0.000	0.000	0.765	0.000	0.848	0.754	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	1.013	1.001
68.000	1.001	1.048	1.072	0.000	0.000	1.013	0.848	0.000	0.000	0.000	0.836	0.000	0.977	0.942	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	1.001	1.001
69.000	1.001	0.813	0.789	0.153	0.000	0.730	0.754	0.000	0.000	0.000	0.553	0.000	0.754	0.848	0.000	0.000	0.000	0.000	0.801	0.000	0.000	0.000	0.000	0.871	1.001
70.000	1.001	0.919	0.789	0.824	0.000	0.942	0.377	0.000	0.000	0.000	0.942	0.000	0.636	0.954	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	1.083	1.001
71.000	1.001	0.977	0.977	0.624	0.000	0.942	0.612	0.000	0.000	0.000	0.966	0.000	1.013	0.860	0.000	0.000	0.000	0.000	1.119	0.000	0.000	0.000	0.000	1.013	1.001
72.000	1.001	0.895	0.047	0.024	0.000	1.072	0.589	0.000	0.000	0.000	1.060	0.000	0.601	0.824	0.000	0.000	0.000	0.000	0.919	0.000	0.000	0.000	0.000	0.954	1.001
73.000	0.989	1.001	0.000	0.000	0.000	1.001	1.437	0.000	0.000	0.000	0.495	0.000	0.565	0.553	0.000	0.000	0.000	0.000	0.930	0.000	0.000	0.000	0.000	0.919	0.989
74.000	1.001	0.930	0.000	0.000	0.000	1.001	0.966	0.000	0.000	0.000	0.000	0.000	0.236	1.284	0.000	0.000	0.000	0.000	0.954	0.000	0.000	0.000	0.000	1.025	1.001
75.000	1.001	0.930	0.000	0.000	0.000	0.907	0.977	0.000	0.000	0.000	0.000	0.000	0.000	0.836	0.000	0.000	0.000	0.000	0.907	0.000	0.000	0.000	0.000	0.989	1.001
76.000	1.001	1.036	0.000	0.000	0.000	0.919	0.824	0.000	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	0.000	0.000	1.001	0.000	0.000	0.000	0.000	1.001	1.001
77.000	1.001	1.001	0.000	0.000	0.000	0.966	0.471	0.000	0.000	0.000	0.000	0.000	0.000	0.636	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	1.001	1.001
78.000	1.001	0.883	0.000	0.000	0.000	0.836	0.671	0.000	0.000	0.000	0.000	0.000	0.000	0.659	0.000	0.000	0.000	0.000	0.930	0.000	0.000	0.000	0.000	1.001	1.001
