Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.446s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8
61.000	0.989	0.447	0.118	0.919	0.624	0.836	0.306	0.565	0.989
62.000	1.001	1.354	0.777	0.412	0.506	0.966	0.471	0.000	1.001
63.000	1.001	0.989	0.824	1.484	0.306	0.153	0.082	0.271	1.001
64.000	1.001	0.601	0.742	0.577	0.224	0.813	0.259	0.754	1.001
65.000	1.001	0.718	0.612	0.718	0.695	0.648	0.000	0.000	1.001
66.000	1.001	0.730	0.306	0.801	0.000	0.330	0.000	0.754	1.001
67.000	1.001	0.789	0.989	0.259	0.000	0.082	0.188	0.612	1.001
68.000	1.001	0.483	0.188	1.236	0.153	0.930	0.000	0.777	1.001
69.000	1.001	1.684	0.707	0.212	0.000	0.024	0.130	0.553	1.001
70.000	1.001	0.436	0.024	1.342	0.495	0.860	0.000	1.025	1.001
71.000	1.001	1.284	1.448	0.153	0.000	0.000	0.047	0.000	1.001
72.000	1.001	0.400	0.024	0.919	0.259	0.283	0.000	1.036	1.001
73.000	0.989	0.000	0.000	0.000	0.000	0.000	0.082	0.707	0.989
74.000	1.001	0.707	0.789	0.188	0.188	1.378	0.000	1.743	1.001
75.000	1.001	0.765	0.459	0.224	0.059	0.365	0.483	0.153	1.001
76.000	1.001	1.072	1.025	1.025	0.000	0.707	0.801	0.000	1.001
77.000	1.001	1.201	0.518	0.000	1.036	1.307	0.000	1.755	1.001
78.000	1.001	0.212	0.907	0.365	0.459	1.083	0.542	0.683	1.001
79.000	1.001	1.837	0.930	1.366	0.530	0.730	0.000	0.106	1.001
80.000	1.001	0.447	0.412	0.919	0.071	0.436	0.471	1.001	1.001
81.000	1.001	0.565	0.518	0.707	1.178	1.437	0.495	0.730	1.001
82.000	1.001	0.177	0.883	0.824	0.071	0.718	0.813	0.330	1.001
83.000	1.001	0.683	0.777	0.989	0.130	0.553	0.577	0.907	1.001
84.000	1.001	1.001	0.942	1.060	0.624	1.272	0.318	0.130	1.001
85.000	0.989	1.272	0.659	0.365	0.247	0.224	0.000	0.730	0.989
86.000	1.001	0.612	0.459	0.353	0.754	1.625	0.000	0.153	1.001
87.000	1.001	1.107	0.718	0.765	0.459	0.082	0.471	1.755	1.001
88.000	1.001	0.954	0.400	0.659	0.000	0.542	0.012	0.035	1.001
89.000	1.001	0.695	0.636	0.966	0.259	0.754	0.400	0.954	1.001
90.000	1.001	0.436	0.553	0.789	0.718	0.765	0.000	1.378	1.001
91.000	1.001	0.141	0.247	0.389	0.047	0.683	0.000	0.518	1.001
92.000	1.001	1.366	0.989	0.200	0.000	0.000	0.224	0.447	1.001
93.000	1.001	0.518	0.601	0.942	0.000	0.200	0.000	0.848	1.001
94.000	1.001	1.001	0.247	0.283	0.035	0.718	0.754	0.224	1.001
95.000	1.001	1.602	0.789	1.201	0.071	1.001	0.000	0.765	1.001
96.000	1.001	0.624	0.483	0.730	0.130	0.612	0.247	1.272	1.001
97.000	0.989	0.659	0.765	1.036	0.412	0.153	0.082	0.259	0.989
98.000	1.001	0.848	1.001	0.765	0.212	0.730	0.200	0.648	1.001
99.000	1.001	1.048	0.777	0.765	0.000	0.518	0.000	0.871	1.001
100.000	1.001	0.330	0.200	0.824	0.648	0.400	0.071	1.072	1.001
101.000	1.001	1.472	0.824	1.025	0.000	0.848	0.000	0.777	1.001
102.000	1.001	0.342	0.742	0.118	0.000	1.448	0.000	0.094	1.001
103.000	1.001	0.671	0.200	1.460	0.813	0.094	0.000	0.765	1.001
104.000	1.001	0.942	0.565	0.165	0.330	0.977	0.742	0.989	1.001
105.000	1.001	0.954	0.895	0.824	0.224	0.730	0.177	0.247	1.001
106.000	1.001	0.707	0.824	0.883	0.436	1.142	0.271	0.000	1.001
107.000	1.001	0.000	0.353	0.777	0.495	0.989	0.130	1.484	1.001
108.000	1.001	0.141	0.000	0.553	0.271	0.130	0.306	0.577	1.001
109.000	1.001	1.236	0.459	0.188	0.942	1.507	0.106	0.082	0.989
110.000	0.989	0.636	1.001	1.684	0.130	1.013	0.000	0.589	1.001
111.000	1.001	0.765	0.695	0.895	0.000	0.860	0.601	0.765	1.001
112.000	1.001	1.272	0.400	0.141	1.119	0.400	0.012	1.013	1.001
113.000	1.001	1.178	0.624	0.954	0.247	0.695	0.130	0.601	1.001
114.000	1.001	0.553	0.954	1.142	0.165	0.106	0.283	0.000	1.001
115.000	1.001	1.342	0.942	0.012	0.377	0.035	0.130	0.930	1.001
116.000	1.001	0.530	0.695	1.354	0.224	0.860	0.059	0.000	1.001
117.000	1.001	0.506	0.224	0.659	0.106	0.094	0.765	0.224	1.001
118.000	1.001	0.789	0.659	0.765	0.059	1.036	0.000	0.447	1.001
119.000	1.001	0.577	0.765	1.189	0.400	0.871	0.483	0.730	1.001
120.000	1.001	1.248	0.294	0.659	0.671	0.683	0.565	1.013	1.001
