Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.397s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15	ap-16	ap-17	ap-18	ap-19	ap-20	ap-21	ap-22	ap-23	ap-24
61.000	0.989	0.989	0.000	0.000	0.000	0.883	0.130	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.271	0.000	0.000	0.000	0.365	0.871	0.012	0.024	0.059	0.848	0.989
62.000	1.001	0.495	0.000	0.000	0.000	0.695	0.447	0.000	0.000	0.000	0.024	0.342	0.000	0.000	0.389	0.024	0.000	0.024	0.094	0.824	0.000	0.012	0.024	0.718	1.001
63.000	1.001	1.260	0.236	0.000	0.000	1.166	0.518	0.071	0.000	0.000	0.271	0.000	0.000	0.000	1.001	0.000	0.000	0.047	0.542	0.518	0.000	0.024	0.212	1.260	1.001
64.000	1.001	0.589	0.247	0.000	0.000	0.907	0.318	0.035	0.000	0.000	0.059	0.000	0.000	0.012	0.188	0.071	0.000	0.000	0.177	1.437	0.000	0.094	0.247	0.777	1.001
65.000	1.001	1.107	0.047	0.012	0.000	0.542	0.188	0.000	0.000	0.000	0.000	0.000	0.000	0.118	0.436	0.000	0.000	0.000	0.754	0.612	0.000	0.000	0.200	0.330	1.001
66.000	1.001	0.919	0.024	0.000	0.000	0.989	0.589	0.000	0.000	0.000	0.907	0.000	0.000	0.000	0.247	0.012	0.000	0.000	0.294	0.353	0.047	0.012	0.024	0.035	1.001
67.000	1.001	0.919	0.259	0.094	0.000	0.777	0.130	0.000	0.000	0.000	0.954	0.059	0.000	0.000	0.365	0.012	0.000	0.000	0.118	0.294	0.000	0.000	0.000	1.083	1.001
68.000	1.001	0.506	0.212	0.000	0.000	0.919	0.271	0.012	0.000	0.000	0.224	0.000	0.000	0.177	0.707	0.059	0.000	0.000	0.259	1.072	0.000	0.000	0.000	0.012	1.001
69.000	1.001	0.966	0.400	0.059	0.000	0.907	0.471	0.000	0.000	0.094	0.424	0.000	0.000	0.177	0.636	0.071	0.012	0.165	0.294	1.154	0.012	0.000	0.000	1.166	1.001
70.000	1.001	0.412	0.012	0.000	0.000	0.942	0.165	0.212	0.000	0.000	0.318	0.000	0.012	0.000	0.353	0.024	0.000	0.118	0.306	0.789	0.000	0.000	0.141	0.954	1.001
71.000	1.001	1.130	0.188	0.024	0.000	0.824	0.318	0.259	0.000	0.000	0.624	0.000	0.000	0.283	0.365	0.035	0.000	0.012	0.636	0.306	0.000	0.000	0.683	1.130	1.001
72.000	1.001	1.166	0.094	0.106	0.000	1.001	0.000	0.035	0.000	0.000	0.424	0.059	0.012	0.000	0.400	0.094	0.000	0.000	0.389	1.284	0.000	0.000	0.024	0.742	1.001
73.000	0.989	0.542	0.412	0.047	0.012	0.966	0.188	0.000	0.000	0.047	0.330	0.000	0.000	0.000	0.765	0.000	0.000	0.118	0.059	1.130	0.000	0.071	0.247	1.025	0.989
74.000	1.001	1.025	0.012	0.012	0.000	0.777	0.777	0.000	0.012	0.000	0.000	0.000	0.000	0.436	0.247	0.000	0.000	0.035	0.518	0.495	0.000	0.035	0.236	0.389	1.001
75.000	1.001	1.166	0.047	0.047	0.000	1.248	0.624	0.012	0.000	0.000	0.106	0.000	0.000	0.059	0.789	0.000	0.012	0.212	0.671	1.130	0.000	0.000	0.082	1.201	1.001
76.000	1.001	0.565	0.353	0.000	0.000	0.436	0.436	0.024	0.059	0.000	0.141	0.059	0.000	0.012	0.012	0.000	0.000	0.024	0.483	1.130	0.000	0.000	0.518	0.777	1.001
77.000	1.001	1.319	0.389	0.118	0.059	0.624	0.648	0.353	0.000	0.447	0.459	0.082	0.071	0.000	0.718	0.024	0.094	0.259	0.035	0.930	0.000	0.000	0.247	0.589	1.001
78.000	1.001	0.436	0.106	0.071	0.000	1.072	0.342	0.059	0.000	0.000	0.106	0.000	0.012	0.035	0.483	0.000	0.000	0.000	0.271	0.860	0.000	0.000	0.318	0.871	1.001
79.000	1.001	1.201	0.212	0.012	0.000	1.025	0.765	0.024	0.012	0.000	0.318	0.212	0.024	0.153	0.071	0.000	0.000	0.318	0.589	0.695	0.000	0.000	0.000	1.036	1.001
80.000	1.001	0.930	0.000	0.000	0.000	0.553	0.130	0.000	0.000	0.059	0.636	0.000	0.000	0.000	0.695	0.000	0.035	0.000	0.012	1.295	0.000	0.047	0.094	0.659	1.001
81.000	1.001	1.272	0.000	0.000	0.000	1.072	0.412	0.035	0.012	0.000	0.342	0.071	0.000	0.436	0.000	0.000	0.012	0.294	1.083	0.636	0.000	0.059	0.188	1.048	1.001
82.000	1.001	0.318	0.000	0.000	0.000	0.718	0.624	0.000	0.000	0.000	0.047	0.012	0.000	0.000	0.165	0.000	0.035	0.000	0.000	0.742	0.000	0.035	0.047	0.188	1.001
83.000	1.001	0.707	0.000	0.000	0.000	1.189	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.106	0.271	0.000	0.165	0.012	0.377	1.001	0.000	0.059	0.200	0.919	1.001
84.000	1.001	1.048	0.000	0.000	0.000	1.048	0.577	0.035	0.000	0.000	0.318	0.188	0.000	0.153	0.047	0.000	0.000	0.000	0.447	0.860	0.000	0.200	0.754	0.777	1.001
85.000	0.989	0.695	0.000	0.000	0.000	0.954	0.271	0.000	0.000	0.012	0.977	0.118	0.000	0.000	1.001	0.035	0.000	0.000	0.824	0.659	0.000	0.012	0.754	0.824	0.989
86.000	1.001	0.436	0.000	0.000	0.000	0.483	0.506	0.094	0.000	0.024	0.318	0.000	0.000	0.000	0.801	0.012	0.012	0.118	0.177	0.848	0.000	0.000	0.506	0.813	1.001
87.000	1.001	0.518	0.000	0.000	0.000	0.459	0.671	0.106	0.000	0.012	0.224	0.000	0.000	0.000	0.212	0.059	0.000	0.000	0.907	0.659	0.000	0.000	0.153	1.166	1.001
