Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.458s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.907	0.000	0.000	0.930	0.907	0.000	0.848	0.895	0.000	0.000	0.860	0.000	0.000	0.883	0.989
62.000	1.001	1.025	0.000	0.000	1.001	1.001	0.000	0.871	0.848	0.000	0.000	1.001	0.000	0.000	0.848	1.001
63.000	1.001	0.966	0.000	0.000	1.001	0.954	0.000	1.036	1.048	0.000	0.000	0.966	0.000	0.000	1.107	1.001
64.000	1.001	0.930	0.000	0.000	0.871	0.871	0.000	1.036	0.848	0.000	0.000	1.036	0.000	0.000	1.001	1.001
65.000	1.001	0.954	0.000	0.000	1.107	1.001	0.000	0.954	1.060	0.000	0.000	0.977	0.000	0.000	1.001	1.001
66.000	1.001	1.060	0.000	0.000	0.954	1.060	0.000	1.013	0.989	0.000	0.000	1.013	0.000	0.000	1.001	1.001
67.000	1.001	1.060	0.000	0.000	0.636	1.013	0.000	1.001	0.624	0.000	0.000	1.001	0.000	0.000	1.001	1.001
68.000	1.001	1.001	0.000	0.000	1.119	0.989	0.000	0.942	1.130	0.000	0.000	0.942	0.000	0.000	1.001	1.001
69.000	1.001	0.989	0.000	0.000	0.271	0.907	0.000	1.060	0.259	0.000	0.000	1.060	0.000	0.000	0.895	1.001
70.000	1.001	0.907	0.000	0.000	0.000	0.954	0.000	0.777	0.000	0.000	0.000	0.989	0.000	0.000	0.930	1.001
71.000	1.001	0.989	0.000	0.000	0.000	0.977	0.000	1.036	0.000	0.000	0.000	0.989	0.000	0.000	1.083	1.001
72.000	1.001	0.954	0.000	0.000	0.000	0.765	0.000	0.824	0.000	0.000	0.000	0.836	0.000	0.000	0.930	1.001
73.000	0.989	0.883	0.000	0.000	0.518	0.565	0.000	0.883	0.506	0.000	0.000	0.919	0.000	0.000	1.001	0.989
74.000	1.001	1.072	0.000	0.000	1.001	0.000	0.000	0.542	0.895	0.000	0.000	0.824	0.000	0.000	1.001	1.001
75.000	1.001	0.907	0.000	0.424	0.954	0.553	0.000	0.989	0.942	0.000	0.000	1.025	0.000	0.000	0.801	1.001
76.000	1.001	0.954	0.000	0.506	1.013	0.966	0.000	0.683	0.977	0.000	0.000	0.860	0.000	0.000	1.142	1.001
77.000	1.001	1.013	0.000	0.483	1.001	0.836	0.000	1.119	0.306	0.035	0.000	0.942	0.000	0.000	0.989	1.001
78.000	1.001	1.013	0.000	0.000	0.989	1.154	0.000	1.048	0.000	0.000	0.000	1.060	0.000	0.000	1.001	1.001
79.000	1.001	1.001	0.000	0.000	0.989	1.036	0.000	0.942	0.000	0.000	0.000	1.001	0.000	0.000	0.966	1.001
80.000	1.001	0.977	0.000	0.000	0.907	0.871	0.153	0.930	0.000	0.000	0.000	0.966	0.000	0.000	0.954	1.001
81.000	1.001	0.813	0.000	0.342	1.001	0.848	0.601	0.895	0.813	0.283	0.000	0.954	0.000	0.000	1.036	1.001
82.000	1.001	0.942	0.000	0.765	0.754	0.624	0.283	0.742	0.789	0.389	0.000	0.695	0.000	0.000	0.942	1.001
83.000	1.001	0.777	0.000	0.789	1.095	0.707	0.601	1.130	0.813	0.165	0.000	1.095	0.000	0.000	0.989	1.001
84.000	1.001	1.119	0.000	0.777	0.813	1.048	0.801	0.671	0.789	0.118	0.000	1.083	0.000	0.000	0.907	1.001
85.000	0.989	0.907	0.000	0.942	0.730	0.919	0.094	0.977	0.553	0.389	0.000	1.001	0.000	0.000	0.836	0.989
86.000	1.001	1.013	0.000	0.459	1.201	1.013	0.000	0.907	1.095	0.636	0.000	0.895	0.000	0.000	1.095	1.001
87.000	1.001	0.977	0.000	0.000	0.695	0.577	0.000	1.013	0.624	0.565	0.000	1.072	0.000	0.000	0.989	1.001
88.000	1.001	0.294	0.000	0.000	0.895	0.930	0.000	0.907	0.789	0.895	0.000	0.907	0.000	0.000	1.025	1.001
89.000	1.001	1.072	0.000	0.000	1.048	0.977	0.000	1.166	1.107	0.659	0.000	1.107	0.000	0.000	0.942	1.001
90.000	1.001	1.154	0.000	0.000	0.836	0.871	0.000	0.789	0.777	0.542	0.000	0.789	0.000	0.000	1.001	1.001
91.000	1.001	1.130	0.000	0.000	0.977	0.671	0.000	0.989	1.036	0.094	0.000	1.130	0.000	0.000	0.966	1.001
92.000	1.001	0.895	0.000	0.000	1.036	1.013	0.000	1.013	1.013	0.000	0.000	1.001	0.000	0.000	0.824	1.001
93.000	1.001	0.389	0.000	0.000	0.530	0.271	0.000	0.930	0.530	0.000	0.000	0.907	0.000	0.000	0.836	1.001
94.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.871	0.000	0.000	0.000	0.989	0.000	0.000	1.154	1.001
95.000	1.001	0.542	0.000	0.000	0.000	0.424	0.000	0.848	0.000	0.330	0.000	1.001	0.000	0.000	1.013	1.001
