Waf: Entering directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Waf: Leaving directory `/home/jiaming/Downloads/Mesh_NS3/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.423s)
-------------------------------------------------
Time[s]	ap-0	ap-1	ap-2	ap-3	ap-4	ap-5	ap-6	ap-7	ap-8	ap-9	ap-10	ap-11	ap-12	ap-13	ap-14	ap-15
61.000	0.989	0.871	0.259	0.000	0.565	0.283	0.024	0.000	0.082	0.059	0.000	0.000	0.000	0.000	0.000	0.000
62.000	1.001	0.483	0.035	0.024	1.260	0.765	0.012	0.000	0.024	0.012	0.000	0.000	0.000	0.000	0.000	0.000
63.000	1.001	0.353	0.224	0.000	1.001	0.365	0.000	0.000	0.224	0.094	0.000	0.000	0.000	0.000	0.000	0.000
64.000	1.001	1.390	0.447	0.012	0.601	0.695	0.059	0.000	0.153	0.165	0.000	0.000	0.059	0.000	0.000	0.000
65.000	1.001	1.025	0.389	0.000	1.272	0.236	0.000	0.000	0.836	0.000	0.000	0.000	0.153	0.000	0.000	0.000
66.000	1.001	1.048	0.836	0.000	0.860	1.083	0.212	0.000	0.000	0.259	0.000	0.000	0.000	0.000	0.000	0.000
67.000	1.001	1.107	0.306	0.000	1.166	0.624	0.059	0.000	0.000	0.589	0.000	0.000	0.000	0.000	0.000	0.000
68.000	1.001	0.365	0.047	0.000	0.601	0.400	0.000	0.000	0.954	0.165	0.000	0.000	0.012	0.000	0.000	0.000
69.000	1.001	1.083	0.212	0.000	0.836	0.071	0.000	0.000	0.412	0.000	0.000	0.000	0.000	0.000	0.000	0.000
70.000	1.001	0.789	0.330	0.000	0.954	0.695	0.059	0.000	0.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000
71.000	1.001	0.730	0.071	0.000	0.683	0.271	0.000	0.000	0.236	0.035	0.000	0.000	0.000	0.000	0.000	0.000
72.000	1.001	1.072	0.848	0.024	1.025	0.777	0.047	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
73.000	0.989	0.412	0.059	0.000	1.095	0.530	0.059	0.000	1.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000
74.000	1.001	1.048	0.000	0.000	0.977	0.082	0.000	0.000	0.353	0.012	0.000	0.000	0.000	0.012	0.000	0.000
75.000	1.001	1.142	0.659	0.000	0.989	0.824	0.000	0.000	0.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000
76.000	1.001	0.813	0.447	0.000	0.942	0.648	0.000	0.000	0.789	0.353	0.000	0.000	0.000	0.000	0.000	0.000
77.000	1.001	0.813	0.071	0.000	0.942	0.612	0.000	0.000	0.047	0.012	0.000	0.000	0.000	0.000	0.000	0.000
78.000	1.001	1.036	0.153	0.000	0.683	0.530	0.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
79.000	1.001	0.671	0.483	0.000	1.189	0.212	0.059	0.000	0.000	0.224	0.306	0.000	0.000	0.000	0.000	0.000
80.000	1.001	1.060	0.294	0.000	0.977	1.213	0.153	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000
81.000	1.001	1.342	0.836	0.000	0.919	0.577	0.071	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
82.000	1.001	0.224	0.236	0.165	0.977	0.612	0.082	0.000	1.130	0.000	0.000	0.000	0.000	0.000	0.000	0.000
