Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  5	  4	  10	  37146	  0
5 	  4	  4	  10	  71010	  0
7 	  8	  4	  10	  40781	  0
8 	  7	  4	  10	  71338	  0
1 	  2	  4	  10	  40655	  0
2 	  1	  4	  10	  70990	  0
5 	  6	  4	  10	  42835	  0
6 	  5	  4	  10	  50705	  0
2 	  3	  4	  10	  43611	  0
8 	  9	  4	  10	  43600	  0
3 	  2	  4	  10	  51739	  0
9 	  8	  4	  10	  52096	  0
4 	  5	  1	  7	  530	  1
1 	  2	  1	  7	  522	  1
6 	  5	  4	  7	  480	  1
3 	  2	  4	  7	  699	  1
9 	  8	  4	  7	  681	  1
7 	  8	  1	  7	  529	  1
2 	  3	  1	  7	  25	  1
5 	  6	  1	  7	  13	  1
8 	  9	  1	  7	  14	  1

 TotalTx Number= 620000

 TotalReset Number= 57444
