Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  5	  4	  10	  39084	  0
5 	  4	  4	  10	  76053	  0
5 	  6	  4	  10	  44973	  0
6 	  5	  4	  10	  53539	  0
1 	  2	  4	  10	  39063	  0
2 	  1	  4	  10	  69201	  0
7 	  8	  4	  10	  43376	  0
8 	  7	  4	  10	  74609	  0
2 	  3	  4	  10	  41522	  0
3 	  2	  4	  10	  49761	  0
8 	  9	  4	  10	  45567	  0
9 	  8	  4	  10	  54058	  0
2 	  3	  1	  7	  12	  1
4 	  5	  1	  7	  659	  1
6 	  5	  4	  7	  668	  1
1 	  2	  1	  7	  653	  1
3 	  2	  4	  7	  807	  1
9 	  8	  4	  7	  833	  1
7 	  8	  1	  7	  535	  1
5 	  6	  1	  7	  5	  1
8 	  9	  1	  7	  21	  1

 TotalTx Number= 635000

 TotalReset Number= 56831
