Dst	Src	HeMcs	Txlevel	Num	isObss
4 	  5	  4	  10	  35830	  0
5 	  4	  4	  10	  67270	  0
7 	  8	  4	  10	  42142	  0
8 	  7	  4	  10	  74107	  0
8 	  9	  4	  10	  45289	  0
9 	  8	  4	  10	  53946	  0
5 	  6	  4	  10	  40578	  0
6 	  5	  4	  10	  48975	  0
4 	  5	  1	  7	  510	  1
6 	  5	  4	  7	  430	  1
9 	  8	  4	  7	  646	  1
7 	  8	  1	  7	  573	  1
1 	  2	  4	  10	  37714	  0
2 	  1	  4	  10	  64328	  0
2 	  3	  4	  10	  39470	  0
3 	  2	  4	  10	  46986	  0
3 	  2	  4	  7	  750	  1
1 	  2	  1	  7	  431	  1
5 	  6	  1	  7	  10	  1
2 	  3	  1	  7	  3	  1
8 	  9	  1	  7	  11	  1

 TotalTx Number= 600000

 TotalReset Number= 54893
