Dst	Src	HeMcs	Txlevel	Num	isObss
7 	  8	  4	  10	  45480	  0
8 	  7	  4	  10	  77693	  0
8 	  9	  4	  10	  48370	  0
9 	  8	  4	  10	  57782	  0
4 	  5	  4	  10	  34825	  0
5 	  4	  4	  10	  64427	  0
5 	  6	  4	  10	  39225	  0
6 	  5	  4	  10	  46379	  0
5 	  6	  1	  7	  4	  1
1 	  2	  4	  10	  31095	  0
2 	  1	  4	  10	  53151	  0
2 	  3	  4	  10	  33272	  0
3 	  2	  4	  10	  39210	  0
4 	  5	  1	  7	  565	  1
7 	  8	  1	  7	  533	  1
6 	  5	  4	  7	  512	  1
9 	  8	  4	  7	  611	  1
1 	  2	  1	  7	  400	  1
3 	  2	  4	  7	  433	  1
2 	  3	  1	  7	  15	  1
8 	  9	  1	  7	  17	  1

 TotalTx Number= 574000

 TotalReset Number= 55211
