Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.761s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	10.8	13.6	15.6	14.6	13.8	15.6	15	15.6	13.2	16	16.2	12.8	12.4	13.4	14.8	11.8	11.4	14
61	0	0	0	0	152	312	216	160	328	400	536	120	112	200	320	0	136	0
62	0	0	0	0	432	248	488	376	0	408	248	472	72	120	0	376	304	216
63	0	0	0	0	600	0	576	368	96	0	440	216	0	0	128	552	512	368
64	0	0	0	0	136	480	168	536	232	272	792	0	192	496	0	112	320	0
65	0	0	0	0	200	376	72	72	488	424	592	176	176	424	64	352	200	112
66	0	0	0	0	424	488	440	248	408	736	584	0	0	184	312	144	32	120
67	0	0	0	0	248	232	280	80	240	336	416	184	144	224	488	440	352	0
68	0	0	0	0	0	496	344	96	112	440	256	424	408	296	512	120	8	232
69	0	0	0	0	216	400	504	0	208	464	240	312	96	0	416	512	320	216
70	0	0	0	0	0	72	528	480	368	216	624	320	72	32	80	448	432	104
71	0	0	0	0	328	256	480	280	304	24	464	400	360	32	224	208	0	312
72	0	0	0	0	424	0	144	120	432	544	384	440	256	312	352	376	48	0
73	0	0	0	0	240	520	272	0	440	72	24	264	112	464	648	0	592	240
74	8	0	0	0	352	480	376	160	224	0	144	600	304	56	216	304	248	288
75	0	0	0	0	112	576	160	40	368	424	544	240	40	200	624	376	208	0
76	0	8	0	0	440	352	56	160	144	40	440	224	216	304	408	16	664	216
77	0	0	0	0	408	496	456	112	104	464	312	408	128	352	0	144	0	288
78	0	0	0	0	168	328	440	112	24	384	48	200	208	448	424	480	216	408
79	0	0	0	0	344	72	576	0	360	448	248	264	352	224	392	208	16	144
80	0	0	0	0	256	584	104	352	0	192	376	432	0	216	296	528	0	416
81	0	0	0	0	464	16	64	80	120	448	592	568	248	168	144	464	584	32
82	0	0	0	0	528	40	552	480	88	344	16	240	368	480	48	0	336	192
83	0	0	0	0	584	424	0	328	24	464	144	208	32	464	0	328	336	432
84	0	0	0	0	416	248	176	0	720	400	248	0	416	176	464	96	24	408
85	0	0	0	0	240	256	0	152	208	176	216	496	336	408	368	104	304	432
86	0	0	0	0	8	472	520	344	88	328	544	88	80	440	336	0	336	272
87	0	0	0	0	128	384	168	296	224	248	264	296	240	264	288	216	400	392
88	0	8	0	0	304	64	264	376	288	272	544	0	192	328	304	304	0	440
89	0	0	0	0	192	448	352	472	216	0	104	616	96	216	0	536	0	360
90	8	0	0	0	328	272	208	312	208	160	352	592	128	264	248	352	96	336
91	0	0	0	0	392	48	136	584	536	544	408	248	0	296	0	464	168	0
92	0	0	0	0	128	464	336	256	112	216	352	248	208	328	488	232	0	368
93	0	0	0	0	280	288	312	216	176	176	424	400	264	120	320	408	264	120
94	0	0	0	0	400	48	432	128	144	352	304	560	296	312	0	304	104	152
95	0	0	0	0	392	368	280	304	248	176	208	360	224	248	48	296	392	368
96	0	0	0	0	56	176	0	416	520	360	480	192	8	464	136	512	344	80
97	0	0	0	0	216	312	432	280	232	408	424	128	96	184	192	520	216	0
98	0	0	0	0	56	0	232	168	400	488	416	544	296	288	0	304	504	112
99	0	0	0	0	304	152	480	112	328	224	456	72	264	320	304	0	496	368
100	0	0	0	0	40	88	272	232	248	696	208	696	88	88	456	216	40	480
101	0	0	0	0	688	96	128	104	472	416	144	40	344	184	480	208	104	328
102	0	0	0	0	240	0	248	352	112	0	592	360	16	64	312	552	568	496
103	0	0	0	0	144	296	536	56	0	472	336	552	56	392	144	112	432	104
104	0	0	0	0	584	568	216	288	64	536	0	56	0	248	0	432	432	392
105	0	0	0	0	400	352	456	104	448	344	16	136	280	16	328	272	232	208
106	0	0	0	0	376	224	488	520	280	256	0	528	264	24	328	144	0	448
107	0	8	0	0	224	608	56	200	264	320	160	424	152	176	480	152	248	320
108	0	0	0	0	440	552	0	224	384	208	312	40	456	88	184	0	472	360
109	0	0	0	0	200	552	112	48	24	232	552	248	480	392	520	152	504	8
110	0	0	0	0	136	288	152	104	528	584	96	640	384	448	120	296	24	208
111	0	0	0	0	392	472	552	232	168	232	88	96	136	0	248	248	696	400
112	0	0	0	0	256	480	104	240	200	72	328	312	120	256	384	368	272	168
113	0	0	0	0	240	56	296	80	0	592	664	0	400	312	208	0	496	504
114	0	0	0	0	488	472	264	272	304	0	120	384	72	304	384	304	312	64
115	0	0	0	0	696	256	56	304	456	352	448	128	144	24	24	216	192	584
116	0	0	0	0	384	496	0	440	112	456	656	160	464	0	264	184	192	96
117	0	0	0	0	312	232	392	8	416	48	496	0	376	136	552	360	200	376
118	8	0	0	0	488	304	248	256	80	128	280	0	368	376	200	360	480	280
119	0	0	0	0	496	0	0	432	216	344	176	440	232	304	296	616	200	152
