Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.723s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14
60	15.2	14.8	18	16.2	14	14.8	17	14.8	15.6	12.6	15	13.4	13.4	13.8
61	0	0	0	0	0	0	0	248	0	240	656	136	184	192
62	0	0	0	0	0	0	0	312	152	336	480	808	560	472
63	0	0	0	0	0	0	0	504	416	136	824	880	544	232
64	0	0	0	0	0	0	0	512	800	88	824	560	0	912
65	0	0	0	0	0	0	0	232	592	880	320	896	344	200
66	0	0	0	0	0	0	0	120	152	120	216	192	0	0
67	0	0	0	0	0	0	0	48	48	32	96	608	0	392
68	0	0	0	0	0	0	0	424	1056	288	712	672	696	304
69	0	0	0	0	0	0	0	664	760	824	288	256	1072	0
70	0	0	0	0	0	0	0	0	32	280	176	0	64	160
71	0	0	0	0	0	0	0	264	408	144	688	800	424	328
72	0	0	0	0	0	0	0	408	624	560	472	680	728	672
73	0	0	0	0	0	0	0	624	0	840	160	960	680	504
74	0	0	0	0	0	0	0	320	608	448	184	184	520	336
75	0	0	0	0	0	0	0	352	224	200	568	48	96	144
76	0	0	0	0	0	0	0	712	848	64	544	320	432	464
77	0	0	0	0	0	0	0	176	856	0	384	184	400	448
78	0	0	0	0	0	0	0	344	544	360	320	624	632	376
79	0	0	0	0	0	0	0	368	944	144	400	456	536	184
80	0	0	0	0	0	0	0	808	624	736	0	800	304	464
81	0	0	0	0	0	0	0	176	920	264	16	408	776	496
82	0	0	0	0	0	0	0	440	640	392	272	432	160	664
83	0	0	0	0	0	0	0	456	320	400	496	0	112	0
84	0	0	0	0	0	0	0	568	664	336	608	776	264	408
85	0	0	0	0	0	0	0	792	464	664	0	184	312	840
86	0	0	0	0	0	0	0	256	280	584	576	80	8	768
87	0	0	0	0	0	0	0	528	632	184	856	432	528	448
88	0	0	0	0	0	0	0	88	296	472	544	0	528	928
89	0	0	0	0	0	0	0	0	664	296	72	624	720	624
90	0	0	0	0	0	0	0	0	0	504	304	424	800	208
91	0	0	0	0	0	0	0	432	552	360	200	752	24	944
92	0	0	0	0	0	0	0	344	384	216	728	840	280	488
93	0	0	0	0	0	0	0	672	824	776	768	344	408	248
94	0	0	0	0	0	0	0	704	440	512	608	0	632	352
95	0	0	0	0	0	0	0	208	0	0	0	392	976	976
96	0	0	0	0	0	0	0	480	128	560	728	160	592	736
97	0	0	0	0	0	0	0	0	368	80	296	928	816	0
98	0	0	0	0	0	0	0	776	112	280	648	216	752	552
99	0	0	0	0	0	0	0	352	80	744	464	0	760	512
100	0	0	0	0	0	0	0	672	632	320	240	384	320	832
101	0	0	0	0	0	0	0	864	640	80	512	880	616	512
102	0	0	0	0	0	0	0	768	104	40	160	16	808	920
103	0	0	0	0	0	0	0	0	432	304	872	912	440	560
104	0	0	0	0	0	0	0	488	848	256	144	824	320	8
105	0	0	0	0	0	0	0	392	440	40	64	336	0	656
106	0	0	0	0	0	0	0	664	584	640	704	376	336	512
107	0	0	0	0	0	0	0	392	488	208	808	960	496	568
108	0	0	0	0	0	0	0	40	952	48	832	688	520	712
109	0	0	0	0	0	0	0	544	312	704	432	832	672	120
110	0	0	0	0	0	0	0	392	256	624	64	520	784	352
