Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.769s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15.2	16.2	14	12.8	14.8	14.4	15.2	15.8	12.4	16.2	16.4	16	14.4	12.8	13.4	13.8	14	15.4	11.8	16.2	13.2
61	0	0	0	0	0	0	0	0	0	0	840	272	0	656	104	176	0	872	704	816	384
62	0	0	0	0	0	0	0	0	0	0	536	560	200	400	840	688	408	304	384	560	656
63	0	0	0	0	0	0	0	0	0	0	704	944	256	888	328	400	656	632	32	0	376
64	0	0	0	0	0	0	0	0	0	0	472	688	208	504	96	0	152	184	744	368	120
65	0	0	0	0	0	0	0	0	0	0	496	496	136	320	240	416	408	656	896	632	160
66	0	0	0	0	0	0	0	0	0	0	592	712	80	688	248	984	592	560	48	0	152
67	0	0	0	0	0	0	0	0	0	0	128	888	472	880	592	344	224	544	264	64	360
68	0	0	0	0	0	0	0	0	0	0	672	264	720	72	520	0	552	816	448	808	128
69	0	0	0	0	0	0	0	0	0	0	400	376	0	0	144	208	280	344	464	0	240
70	0	0	0	0	0	0	0	0	0	0	816	288	360	728	712	656	616	192	368	152	520
71	0	0	0	0	0	0	0	0	0	0	400	0	680	656	0	848	704	384	328	32	680
72	0	0	0	0	0	0	0	0	0	0	0	632	288	200	600	320	600	520	640	840	632
73	0	0	0	0	0	0	0	0	0	0	416	48	640	8	584	48	432	128	96	776	688
74	0	0	0	0	0	0	0	0	0	0	0	680	400	608	136	704	312	688	224	576	592
75	0	0	0	0	0	0	0	0	0	0	800	8	200	480	448	864	0	800	920	24	360
76	0	0	0	0	0	0	0	0	0	0	208	16	912	488	0	80	736	168	416	592	840
77	0	0	0	0	0	0	0	0	0	0	192	56	152	320	416	536	0	0	600	480	760
78	0	0	0	0	0	0	0	0	0	0	920	152	16	400	0	312	664	328	624	240	888
79	0	0	0	0	0	0	0	0	0	0	320	512	32	504	216	712	640	144	864	552	104
80	0	0	0	0	0	0	0	0	0	0	0	96	280	560	480	520	888	824	840	0	160
81	0	0	0	0	0	0	0	0	0	0	568	176	424	368	848	624	336	616	584	384	608
82	0	0	0	0	0	0	0	0	0	0	888	32	256	704	88	0	688	536	832	568	136
83	0	0	0	0	0	0	0	0	0	0	512	16	936	160	544	304	288	376	0	280	512
84	0	0	0	0	0	0	0	0	0	0	48	0	368	0	0	216	0	232	144	184	200
85	0	0	0	0	0	0	0	0	0	0	808	760	248	288	344	64	512	16	1008	408	248
86	0	0	0	0	0	0	0	0	0	0	472	656	856	488	264	88	536	304	560	112	184
87	0	0	0	0	0	0	0	0	0	0	0	688	568	616	568	160	344	544	544	520	264
88	0	0	0	0	0	0	0	0	0	0	624	656	248	752	1000	440	0	280	0	248	232
89	0	0	0	0	0	0	0	0	0	0	72	0	152	576	384	592	8	0	24	0	0
90	0	0	0	0	0	0	0	0	0	0	832	456	600	576	0	640	456	464	352	208	616
91	0	0	0	0	0	0	0	0	0	0	1008	472	704	80	488	0	176	64	768	80	736
92	0	0	0	0	0	0	0	0	0	0	320	904	808	720	208	552	536	0	848	280	40
93	0	0	0	0	0	0	0	0	0	0	48	408	0	664	944	192	464	768	176	8	904
