Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.678s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	13	16.6	13.4	14.6	15.8	14.2	14.6	14.2	13.2	16.6	15.8	15	13	16.8	16.4	15.2	13.2	15
61	0	0	0	0	0	0	0	72	16	0	0	456	0	424	0	528	0	0
62	0	0	0	0	0	0	0	0	16	216	24	696	392	744	368	0	224	672
63	0	0	0	0	0	0	0	240	48	0	496	224	448	656	544	384	544	152
64	0	0	0	0	0	0	0	0	520	480	384	656	408	232	344	80	8	512
65	0	0	0	0	0	0	0	120	344	616	448	192	272	392	368	304	488	0
66	0	0	0	0	0	0	0	328	440	96	512	104	120	0	624	656	120	336
67	0	0	0	0	0	0	0	280	536	0	176	312	656	120	104	384	528	352
68	0	0	0	0	0	0	0	408	232	440	752	288	160	320	0	0	104	504
69	0	0	0	0	0	0	0	272	440	360	216	0	400	648	400	216	408	432
70	0	0	0	0	0	0	0	0	144	24	384	392	112	360	680	568	768	0
71	0	0	0	0	0	0	0	488	552	312	152	568	272	176	288	656	288	248
72	0	0	0	0	0	0	0	672	560	0	520	360	120	48	40	696	480	56
73	0	0	0	0	0	0	0	176	464	376	264	504	0	176	584	496	376	352
74	0	0	0	0	0	0	0	672	128	176	80	440	432	480	72	696	112	392
75	0	0	0	0	0	0	0	0	536	80	568	344	400	192	392	384	480	416
76	0	0	0	0	0	0	0	88	344	632	56	456	208	120	616	512	256	232
77	0	0	0	0	0	0	0	72	328	200	192	280	40	64	304	784	32	512
78	0	0	0	0	0	0	0	288	504	24	536	480	384	248	640	88	376	136
79	0	0	0	0	0	0	0	376	288	40	536	440	16	504	512	72	512	392
80	0	0	0	0	0	0	0	600	56	376	536	472	592	344	128	176	472	112
81	0	0	0	0	0	0	0	144	112	216	768	576	392	152	448	448	712	144
82	0	0	0	0	0	0	0	424	448	472	504	256	200	0	496	392	256	224
83	0	0	0	0	0	0	0	504	496	280	216	472	136	248	32	552	528	496
84	0	0	0	0	0	0	0	480	632	80	272	8	504	560	0	456	520	448
85	0	0	0	0	0	0	0	656	632	560	304	144	248	0	176	24	600	520
86	0	0	0	0	0	0	0	512	408	680	16	424	616	32	720	0	504	0
87	0	0	0	0	0	0	0	456	136	592	152	0	528	144	120	200	24	560
88	0	0	0	0	0	0	0	392	304	640	640	64	584	0	24	592	168	488
89	0	0	0	0	0	0	0	552	600	384	112	312	224	224	576	592	56	360
90	0	0	0	0	0	0	0	72	448	608	56	488	568	280	552	184	168	376
91	0	0	0	0	0	0	0	328	256	360	0	16	272	480	536	360	0	0
92	0	0	0	0	0	0	0	296	104	48	424	160	200	600	504	408	496	200
93	0	0	0	0	0	0	0	400	232	384	0	32	0	344	456	240	160	480
94	0	0	0	0	0	0	0	544	584	112	240	0	144	152	464	280	32	0
95	0	0	0	0	0	0	0	312	0	312	560	232	200	408	568	648	640	40
96	0	0	0	0	0	0	0	168	384	464	400	152	384	480	192	448	448	272
97	0	0	0	0	0	0	0	168	464	408	288	512	392	432	0	608	512	96
98	0	0	0	0	0	0	0	680	0	704	344	184	200	24	448	648	40	112
99	0	0	0	0	0	0	0	496	432	160	280	0	0	632	224	632	616	0
100	0	0	0	0	0	0	0	392	448	472	440	328	456	288	320	312	464	160
101	0	0	0	0	0	0	0	496	456	344	184	304	88	416	496	224	184	432
102	0	0	0	0	0	0	0	744	64	200	152	120	296	96	496	440	680	504
103	0	0	0	0	0	0	0	280	432	480	448	120	360	0	488	488	120	384
104	0	0	0	0	0	0	0	216	208	120	480	112	400	472	160	440	168	464
105	0	0	0	0	0	0	0	160	176	368	0	568	576	328	320	760	24	256
106	0	0	0	0	0	0	0	472	96	488	272	216	416	400	456	400	488	176
107	0	0	0	0	0	0	0	224	384	608	136	400	344	544	504	192	112	336
108	0	0	0	0	0	0	0	448	440	368	248	432	360	472	448	40	392	160
