Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.825s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18
60	13	16.6	13.4	14.6	15.8	14.2	0	14.2	13.2	16.6	15.8	1.4	0.4	16.8	16.4	15.2	13.2	0
61	0	0	0	0	0	0	0	96	16	0	0	0	0	512	0	632	0	0
62	0	0	0	0	0	0	0	0	32	224	32	0	0	976	528	0	312	0
63	0	0	0	0	0	0	0	352	64	0	632	0	0	880	712	512	728	0
64	0	0	0	0	0	0	0	0	784	696	544	0	0	336	496	104	0	0
65	0	0	0	0	0	0	0	136	448	832	584	0	0	600	504	424	648	0
66	0	0	0	0	0	0	0	448	608	128	784	0	0	0	896	864	184	0
67	0	0	0	0	0	0	0	336	656	0	208	0	0	136	112	496	624	0
68	0	0	0	0	0	0	0	560	288	568	1000	0	0	392	0	0	136	0
69	0	0	0	0	0	0	0	312	592	528	392	0	0	880	640	320	664	0
70	0	0	0	0	0	0	0	0	32	24	496	0	0	472	944	736	992	0
71	0	0	0	0	0	0	0	448	752	352	112	0	0	184	328	648	360	0
72	0	0	0	0	0	0	0	952	752	0	696	0	0	64	72	1008	656	0
73	0	0	0	0	0	0	0	272	632	576	368	0	0	248	712	656	544	0
74	0	0	0	0	0	0	0	856	216	224	152	0	0	696	112	928	168	0
75	0	0	0	0	0	0	0	0	888	296	752	0	0	224	816	464	864	0
76	0	0	0	0	0	0	0	160	424	816	8	0	0	192	840	760	208	0
77	0	0	0	0	0	0	0	128	440	320	312	0	0	80	424	984	88	0
78	0	0	0	0	0	0	0	424	784	0	672	0	0	384	904	112	584	0
79	0	0	0	0	0	0	0	744	552	56	856	0	0	872	792	256	912	0
80	0	0	0	0	0	0	0	464	0	272	416	0	0	328	24	120	584	0
81	0	0	0	0	0	0	0	400	224	632	1040	0	0	184	624	488	856	0
82	0	0	0	0	0	0	0	640	576	664	680	0	0	0	640	640	384	0
83	0	0	0	0	0	0	0	744	792	264	184	0	0	584	64	912	872	0
84	0	0	0	0	0	0	0	520	640	120	400	0	0	552	0	416	544	0
85	0	0	0	0	0	0	0	952	992	720	448	0	0	0	408	40	912	0
86	0	0	0	0	0	0	0	696	440	960	0	0	0	40	944	0	624	0
87	0	0	0	0	0	0	0	552	176	752	224	0	0	192	152	232	32	0
88	0	0	0	0	0	0	0	704	504	904	960	0	0	0	120	832	272	0
89	0	0	0	0	0	0	0	704	976	584	64	0	0	304	944	800	0	0
90	0	0	0	0	0	0	0	224	448	864	112	0	0	544	848	328	280	0
91	0	0	0	0	0	0	0	368	328	368	0	0	0	632	680	448	0	0
92	0	0	0	0	0	0	0	360	184	96	520	0	0	832	624	512	720	0
93	0	0	0	0	0	0	0	872	648	760	0	0	0	592	624	304	264	0
94	0	0	0	0	0	0	0	632	616	0	528	0	0	208	816	600	224	0
95	0	0	0	0	0	0	0	336	0	360	608	0	0	712	728	920	832	0
