Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (0.691s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12	cl-13	cl-14	cl-15	cl-16	cl-17	cl-18	cl-19	cl-20	cl-21
60	15.2	16.2	14	12.8	14.8	14.8	15.2	15.8	12.4	15.6	16.4	16	14.4	12.8	13.6	13.8	14.4	15.4	11.6	15.8	13.2
61	0	0	0	0	0	0	0	0	0	0	312	248	0	192	0	120	0	192	264	152	0
62	0	0	0	0	0	0	0	0	0	0	520	40	136	224	320	272	0	576	424	648	480
63	0	0	0	0	0	0	0	0	0	0	296	616	128	496	440	368	488	144	40	88	152
64	0	0	0	0	0	0	0	0	0	0	568	624	144	440	72	0	224	384	568	288	320
65	0	0	0	0	0	0	0	0	0	0	376	392	56	280	208	272	272	392	608	528	80
66	0	0	0	0	0	0	0	0	0	0	456	568	48	504	176	720	424	416	32	0	88
67	0	0	0	0	0	0	0	0	0	0	88	720	368	688	448	248	152	224	0	56	64
68	0	0	0	0	0	0	0	0	0	0	176	32	224	104	192	0	96	480	512	304	264
69	0	0	0	0	0	0	0	0	0	0	584	472	248	0	312	184	384	440	312	280	168
70	0	0	0	0	0	0	0	0	0	0	584	272	168	480	552	472	392	144	304	160	256
71	0	0	0	0	0	0	0	0	0	0	312	0	624	504	0	592	496	256	272	16	504
72	0	0	0	0	0	0	0	0	0	0	0	424	168	136	440	248	448	392	424	600	456
73	0	0	0	0	0	0	0	0	0	0	320	40	480	16	384	48	360	64	80	384	432
74	0	0	0	0	0	0	0	0	0	0	0	112	184	264	0	320	40	144	0	272	288
75	0	0	0	0	0	0	0	0	0	0	336	240	32	304	192	536	120	592	584	288	264
76	0	0	0	0	0	0	0	0	0	0	344	8	536	208	184	224	384	232	424	400	520
77	0	0	0	0	0	0	0	0	0	0	144	48	152	248	352	448	0	0	504	392	640
78	0	0	0	0	0	0	0	0	0	0	672	128	8	312	0	224	496	232	504	208	704
79	0	0	0	0	0	0	0	0	0	0	256	384	32	320	120	416	400	112	632	376	56
80	0	0	0	0	0	0	0	0	0	0	0	80	248	416	376	384	720	768	672	0	144
81	0	0	0	0	0	0	0	0	0	0	288	136	176	152	480	440	240	424	464	248	376
82	0	0	0	0	0	0	0	0	0	0	656	16	192	544	128	8	384	408	592	392	144
83	0	0	0	0	0	0	0	0	0	0	408	8	744	112	448	208	200	328	0	232	432
84	0	0	0	0	0	0	0	0	0	0	168	128	568	384	208	176	224	160	624	560	296
85	0	0	0	0	0	0	0	0	0	0	696	664	224	128	160	72	360	0	656	112	200
86	0	0	0	0	0	0	0	0	0	0	352	504	640	304	168	56	360	200	384	80	152
87	0	0	0	0	0	0	0	0	0	0	0	528	368	488	432	144	272	224	400	232	208
88	0	0	0	0	0	0	0	0	0	0	144	208	0	352	352	216	0	288	0	272	32
89	0	0	0	0	0	0	0	0	0	0	568	240	544	632	488	648	8	64	168	176	192
90	0	0	0	0	0	0	0	0	0	0	464	416	160	392	0	392	496	272	272	0	488
91	0	0	0	0	0	0	0	0	0	0	736	296	568	0	416	0	40	88	520	64	528
92	0	0	0	0	0	0	0	0	0	0	232	616	592	512	144	392	432	0	624	184	40
93	0	0	0	0	0	0	0	0	0	0	32	320	0	488	688	112	432	624	152	16	672
94	0	0	0	0	0	0	0	0	0	0	288	0	152	216	520	96	280	304	120	384	352
95	0	0	0	0	0	0	0	0	0	0	392	360	304	352	0	472	456	0	144	600	208
96	0	0	0	0	0	0	0	0	0	0	512	360	112	296	256	344	328	424	400	312	288
97	0	0	0	0	0	0	0	0	0	0	528	0	472	136	104	432	200	296	512	176	544
98	0	0	0	0	0	0	0	0	0	0	528	208	480	264	40	440	376	264	96	312	400
99	0	0	0	0	0	0	0	0	0	0	432	456	272	256	328	392	440	280	32	40	568
