Waf: Entering directory `/home/ubuntu/ns-3.30-obss/build'
Waf: Leaving directory `/home/ubuntu/ns-3.30-obss/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (1.013s)
--------------------------Rate[Kbps]--------------------------
Time[s]	cl-1	cl-2	cl-3	cl-4	cl-5	cl-6	cl-7	cl-8	cl-9	cl-10	cl-11	cl-12
60	14	15.6	16.8	14.6	17.4	16.2	14	17.2	15.8	13.4	15.6	12.4
61	860.8	0	1593.6	0	1248	0	1520	1728	1411.2	0	1785.6	1305.6
62	1440	0	1369.6	0	1904	0	1542.4	1427.2	1497.6	0	1820.8	995.2
63	1862.4	0	1257.6	0	1808	0	1504	1190.4	1376	0	1481.6	1488
64	1312	0	1510.4	0	1491.2	0	1305.6	1120	1254.4	0	1225.6	1196.8
65	1216	0	1033.6	0	1446.4	0	1286.4	1571.2	1337.6	0	1392	969.6
66	1404.8	0	1417.6	0	1504	0	1667.2	1401.6	1401.6	0	1209.6	1180.8
67	1260.8	0	1408	0	1347.2	0	1104	1238.4	1353.6	0	1340.8	1084.8
68	1321.6	0	1360	0	1350.4	0	1379.2	1196.8	1216	0	1539.2	1302.4
69	1328	0	1283.2	0	1446.4	0	1302.4	1340.8	1283.2	0	1001.6	1241.6
70	1017.6	0	937.6	0	1200	0	1510.4	1478.4	1187.2	0	1116.8	1443.2
71	1312	0	1337.6	0	1542.4	0	1561.6	1078.4	1014.4	0	1657.6	1238.4
72	1257.6	0	1020.8	0	1174.4	0	1577.6	1568	1414.4	0	1040	1129.6
73	1440	0	1353.6	0	1193.6	0	1420.8	1286.4	1347.2	0	1472	1187.2
74	1312	0	1244.8	0	1046.4	0	1593.6	1062.4	1308.8	0	1539.2	1574.4
75	1462.4	0	1209.6	0	969.6	0	992	1331.2	1206.4	0	1097.6	1632
76	1161.6	0	1168	0	1459.2	0	1200	857.6	1577.6	0	1321.6	1459.2
77	1184	0	1456	0	1177.6	0	1603.2	1356.8	1296	0	1161.6	1260.8
78	1507.2	0	1273.6	0	1542.4	0	1555.2	1312	1382.4	0	953.6	1356.8
79	1072	0	1094.4	0	1203.2	0	1372.8	1350.4	1110.4	0	1184	1228.8
80	1536	0	1068.8	0	1148.8	0	1376	1420.8	1273.6	0	1046.4	1264
81	1324.8	0	1385.6	0	1104	0	1593.6	1372.8	1388.8	0	1056	1299.2
82	1504	0	1360	0	1116.8	0	1568	1331.2	1459.2	0	1091.2	1436.8
83	1324.8	0	1440	0	1408	0	1200	1369.6	1104	0	1292.8	1097.6
84	1168	0	1171.2	0	1808	0	1049.6	1100.8	1299.2	0	1196.8	1363.2
85	1308.8	0	1788.8	0	1238.4	0	1014.4	2105.6	1315.2	0	1008	1619.2
86	1699.2	0	1244.8	0	1081.6	0	1388.8	1366.4	1849.6	0	1097.6	1443.2
87	1721.6	0	1433.6	0	1254.4	0	1171.2	1308.8	1318.4	0	1689.6	1318.4
88	1123.2	0	1091.2	0	1088	0	1120	1337.6	1420.8	0	1340.8	1667.2
89	1008	0	1248	0	1443.2	0	1404.8	1449.6	1388.8	0	1548.8	924.8
90	1497.6	0	1392	0	1257.6	0	1251.2	1286.4	1369.6	0	1193.6	1430.4
avg	1331.63	0	1298.45	0	1333.44	0	1371.2	1344.85	1338.77	0	1296.75	1304.64
delay	510.397	0.24359	496.662	0.342466	500.612	0.691358	488.596	491.375	488.566	0.701493	501.901	491.544
loss	0.312939	0	0.332031	0	0.32643	0	0.0642523	0.266376	0.0555556	0	0.163848	0.0519774
Command ['/home/ubuntu/ns-3.30-obss/build/scratch/simple-ofdma-adhoc6', '--ofdmaEnabled=false', '--rtscts=1', '--startTime=60', '--totalTime=90', '--packetSize=4e3', '--dataMode=HeMcs5', '--datarate=30e6', '--ratio=0.375', '--RngRun=47', '--locationFile=locationtxt/locationFile42e2.txt', '--routingFile=locationtxt/routingFile42.txt', '--appFile=locationtxt/appFile.txt', '--tcp=0', '--randomTime=true', '--qosDisabled=true'] terminated with signal SIGSEGV. Run it under a debugger to get more information (./waf --run <program> --command-template="gdb --args %s <args>").
